,IMIĘ PIERWSZE,PŁEĆ,LICZBA WYSTĄPIEŃ,prawdopodobieństwo
411,FRANK,MĘŻCZYZNA,1123,5.3411603130956786e-05
412,DIEGO,MĘŻCZYZNA,1112,5.288842625255917e-05
413,ARTHUR,MĘŻCZYZNA,1106,5.2603057046160463e-05
414,EWALD,MĘŻCZYZNA,1101,5.236524937416155e-05
415,HERMAN,MĘŻCZYZNA,1099,5.227012630536198e-05
416,LIAM,MĘŻCZYZNA,1096,5.212744170216263e-05
417,SERGEY,MĘŻCZYZNA,1084,5.1556703289365234e-05
418,OLEKSIY,MĘŻCZYZNA,1084,5.1556703289365234e-05
419,DOMINIC,MĘŻCZYZNA,1074,5.10810879453674e-05
420,VASILE,MĘŻCZYZNA,1071,5.093840334216805e-05
421,RUSTAM,MĘŻCZYZNA,1069,5.084328027336848e-05
422,JUAN,MĘŻCZYZNA,1065,5.065303413576934e-05
423,MEHMET,MĘŻCZYZNA,1060,5.041522646377043e-05
424,PLATON,MĘŻCZYZNA,1060,5.041522646377043e-05
425,ROGER,MĘŻCZYZNA,1049,4.989204958537281e-05
426,WIT,MĘŻCZYZNA,1038,4.936887270697519e-05
427,MARIO,MĘŻCZYZNA,1036,4.9273749638175625e-05
428,AMIR,MĘŻCZYZNA,1033,4.913106503497628e-05
429,JOSEPH,MĘŻCZYZNA,1027,4.8845695828577575e-05
430,CARLOS,MĘŻCZYZNA,1018,4.8417642018979525e-05
431,NICOLAE,MĘŻCZYZNA,1014,4.822739588138039e-05
432,KIRILL,MĘŻCZYZNA,1010,4.803714974378126e-05
433,ILIA,MĘŻCZYZNA,1003,4.770421900298278e-05
434,RODION,MĘŻCZYZNA,995,4.7323726727784505e-05
435,JORDAN,MĘŻCZYZNA,993,4.722860365898494e-05
436,ANATOLIY,MĘŻCZYZNA,988,4.699079598698602e-05
437,MOHAMMAD,MĘŻCZYZNA,964,4.584931916139122e-05
438,PASCAL,MĘŻCZYZNA,960,4.565907302379209e-05
439,MUHAMMAD,MĘŻCZYZNA,956,4.546882688619295e-05
440,ZBYSŁAW,MĘŻCZYZNA,951,4.523101921419404e-05
441,IEVGEN,MĘŻCZYZNA,950,4.5183457679794255e-05
442,LUCA,MĘŻCZYZNA,949,4.513589614539447e-05
443,JOSE,MĘŻCZYZNA,944,4.489808847339555e-05
444,LEVAN,MĘŻCZYZNA,941,4.4755403870196205e-05
445,YAUHEN,MĘŻCZYZNA,936,4.4517596198197285e-05
446,BAZYLI,MĘŻCZYZNA,929,4.41846654573988e-05
447,LUIS,MĘŻCZYZNA,926,4.404198085419945e-05
448,MATTEO,MĘŻCZYZNA,926,4.404198085419945e-05
449,BRAYAN,MĘŻCZYZNA,922,4.3851734716600314e-05
450,LASHA,MĘŻCZYZNA,919,4.370905011340097e-05
451,FRANCESCO,MĘŻCZYZNA,918,4.3661488579001185e-05
452,OMAR,MĘŻCZYZNA,896,4.261513482220595e-05
453,EGOR,MĘŻCZYZNA,892,4.242488868460681e-05
454,MUSTAFA,MĘŻCZYZNA,887,4.21870810126079e-05
455,CYRYL,MĘŻCZYZNA,881,4.1901711806209194e-05
456,AUGUST,MĘŻCZYZNA,877,4.1711465668610064e-05
457,MANUEL,MĘŻCZYZNA,874,4.156878106541071e-05
458,ALESSANDRO,MĘŻCZYZNA,871,4.142609646221136e-05
459,SERGIU,MĘŻCZYZNA,870,4.1378534927811576e-05
460,ALEKSEI,MĘŻCZYZNA,870,4.1378534927811576e-05
461,SAMIR,MĘŻCZYZNA,869,4.13309733934118e-05
462,IVO,MĘŻCZYZNA,868,4.1283411859012014e-05
463,ALLAN,MĘŻCZYZNA,865,4.114072725581266e-05
464,DUMITRU,MĘŻCZYZNA,864,4.109316572141288e-05
465,MATVIY,MĘŻCZYZNA,864,4.109316572141288e-05
466,NATHANIEL,MĘŻCZYZNA,862,4.099804265261331e-05
467,HENADZI,MĘŻCZYZNA,855,4.066511191181483e-05
468,NOAH,MĘŻCZYZNA,853,4.056998884301526e-05
469,ANDREY,MĘŻCZYZNA,848,4.0332181171016346e-05
470,ALEXANDRE,MĘŻCZYZNA,844,4.014193503341721e-05
471,EDGAR,MĘŻCZYZNA,839,3.990412736141829e-05
472,KLAUS,MĘŻCZYZNA,836,3.9761442758218944e-05
473,KONSTANTIN,MĘŻCZYZNA,836,3.9761442758218944e-05
474,JOSHUA,MĘŻCZYZNA,831,3.9523635086220024e-05
475,IAN,MĘŻCZYZNA,829,3.9428512017420456e-05
476,GEORGE,MĘŻCZYZNA,829,3.9428512017420456e-05
477,BRYAN,MĘŻCZYZNA,826,3.928582741422111e-05
478,IAROSLAV,MĘŻCZYZNA,817,3.885777360462306e-05
479,RYAN,MĘŻCZYZNA,817,3.885777360462306e-05
480,WOLFGANG,MĘŻCZYZNA,813,3.8667527467023924e-05
481,GHEORGHE,MĘŻCZYZNA,805,3.828703519182566e-05
482,HENRY,MĘŻCZYZNA,804,3.8239473657425874e-05
483,KARIM,MĘŻCZYZNA,802,3.8144350588626306e-05
484,FELIX,MĘŻCZYZNA,802,3.8144350588626306e-05
485,BOGUSZ,MĘŻCZYZNA,790,3.7573612175828903e-05
486,ZURAB,MĘŻCZYZNA,784,3.7288242969430206e-05
487,JAKOB,MĘŻCZYZNA,783,3.724068143503042e-05
488,ROBERTO,MĘŻCZYZNA,782,3.719311990063064e-05
489,MAMUKA,MĘŻCZYZNA,780,3.709799683183107e-05
490,VALERIY,MĘŻCZYZNA,779,3.7050435297431285e-05
491,GNIEWOMIR,MĘŻCZYZNA,778,3.70028737630315e-05
492,IWAN,MĘŻCZYZNA,775,3.6860189159832156e-05
493,ZAZA,MĘŻCZYZNA,772,3.6717504556632803e-05
494,ZBYSZEK,MĘŻCZYZNA,767,3.647969688463388e-05
495,MOHAMMED,MĘŻCZYZNA,764,3.633701228143454e-05
496,BORIS,MĘŻCZYZNA,763,3.6289450747034754e-05
497,CONSTANTIN,MĘŻCZYZNA,758,3.605164307503583e-05
498,CRISTIAN,MĘŻCZYZNA,757,3.600408154063605e-05
499,BONIFACY,MĘŻCZYZNA,755,3.590895847183649e-05
500,KAI,MĘŻCZYZNA,746,3.548090466223843e-05
501,DMITRY,MĘŻCZYZNA,744,3.538578159343887e-05
502,COLIN,MĘŻCZYZNA,743,3.5338220059039085e-05
503,VALENTIN,MĘŻCZYZNA,743,3.5338220059039085e-05
504,MARKIIAN,MĘŻCZYZNA,739,3.514797392143995e-05
505,DYMITR,MĘŻCZYZNA,737,3.505285085264038e-05
506,MAXYMILIAN,MĘŻCZYZNA,728,3.462479704304233e-05
507,LUBOMIR,MĘŻCZYZNA,727,3.457723550864255e-05
508,KRISTIAN,MĘŻCZYZNA,717,3.410162016464471e-05
509,DMYTRII,MĘŻCZYZNA,717,3.410162016464471e-05
510,PABLO,MĘŻCZYZNA,714,3.395893556144537e-05
511,GOCHA,MĘŻCZYZNA,711,3.3816250958246015e-05
512,DONAT,MĘŻCZYZNA,707,3.362600482064688e-05
513,JUSTIN,MĘŻCZYZNA,700,3.32930740798484e-05
514,RICARDO,MĘŻCZYZNA,700,3.32930740798484e-05
515,MICHAL,MĘŻCZYZNA,698,3.319795101104883e-05
516,ANDREA,MĘŻCZYZNA,698,3.319795101104883e-05
517,DANILO,MĘŻCZYZNA,697,3.3150389476649045e-05
518,ZACHARY,MĘŻCZYZNA,695,3.3055266407849477e-05
519,AURELIUSZ,MĘŻCZYZNA,685,3.257965106385164e-05
520,IBRAHIM,MĘŻCZYZNA,679,3.2294281857452945e-05
521,MATTHIAS,MĘŻCZYZNA,679,3.2294281857452945e-05
522,AHMET,MĘŻCZYZNA,678,3.224672032305316e-05
523,ALEKSANDRE,MĘŻCZYZNA,676,3.215159725425359e-05
524,PHILIPP,MĘŻCZYZNA,675,3.210403571985381e-05
525,HANS,MĘŻCZYZNA,674,3.2056474185454024e-05
526,NICOLAI,MĘŻCZYZNA,673,3.200891265105425e-05
527,VSEVOLOD,MĘŻCZYZNA,672,3.196135111665446e-05
528,ALEJANDRO,MĘŻCZYZNA,660,3.139061270385706e-05
529,JORGE,MĘŻCZYZNA,658,3.129548963505749e-05
530,KURT,MĘŻCZYZNA,654,3.1105243497458356e-05
531,NIKA,MĘŻCZYZNA,654,3.1105243497458356e-05
532,ELDAR,MĘŻCZYZNA,649,3.086743582545944e-05
533,BEKA,MĘŻCZYZNA,648,3.081987429105966e-05
534,TRISTAN,MĘŻCZYZNA,642,3.053450508466096e-05
535,DIETER,MĘŻCZYZNA,640,3.0439382015861393e-05
536,GIUSEPPE,MĘŻCZYZNA,637,3.029669741266204e-05
537,BARTEK,MĘŻCZYZNA,632,3.0058889740663123e-05
538,MIGUEL,MĘŻCZYZNA,627,2.9821082068664206e-05
539,SERGIO,MĘŻCZYZNA,620,2.948815132786572e-05
540,ARMIN,MĘŻCZYZNA,620,2.948815132786572e-05
541,JOEL,MĘŻCZYZNA,619,2.944058979346594e-05
542,ILLYA,MĘŻCZYZNA,618,2.9393028259066156e-05
543,RENAT,MĘŻCZYZNA,614,2.9202782121467023e-05
544,RUBEN,MĘŻCZYZNA,613,2.915522058706724e-05
545,RONALD,MĘŻCZYZNA,608,2.8917412915068322e-05
546,ALEXEI,MĘŻCZYZNA,606,2.8822289846268754e-05
547,HLEB,MĘŻCZYZNA,605,2.877472831186897e-05
548,TOM,MĘŻCZYZNA,604,2.872716677746919e-05
549,DYLAN,MĘŻCZYZNA,603,2.8679605243069405e-05
550,TOBIAS,MĘŻCZYZNA,603,2.8679605243069405e-05
551,YEGOR,MĘŻCZYZNA,601,2.8584482174269837e-05
552,ANGELO,MĘŻCZYZNA,600,2.8536920639870053e-05
553,VEACESLAV,MĘŻCZYZNA,598,2.844179757107049e-05
554,VALIANTSIN,MĘŻCZYZNA,597,2.8394236036670704e-05
555,ZACHARIASZ,MĘŻCZYZNA,595,2.8299112967871136e-05
556,DAN,MĘŻCZYZNA,595,2.8299112967871136e-05
557,HERONIM,MĘŻCZYZNA,593,2.820398989907157e-05
558,ALBERTO,MĘŻCZYZNA,591,2.8108866830272003e-05
559,TIMOTHY,MĘŻCZYZNA,591,2.8108866830272003e-05
560,PEDRO,MĘŻCZYZNA,589,2.8013743761472435e-05
561,PETR,MĘŻCZYZNA,585,2.7823497623873302e-05
562,EDUARDO,MĘŻCZYZNA,583,2.7728374555073737e-05
563,BENON,MĘŻCZYZNA,583,2.7728374555073737e-05
564,KASPIAN,MĘŻCZYZNA,581,2.763325148627417e-05
565,EUZEBIUSZ,MĘŻCZYZNA,580,2.7585689951874385e-05
566,OLEKSANDER,MĘŻCZYZNA,580,2.7585689951874385e-05
567,MURAT,MĘŻCZYZNA,579,2.75381284174746e-05
568,GIOVANNI,MĘŻCZYZNA,577,2.7443005348675036e-05
569,STEVEN,MĘŻCZYZNA,574,2.7300320745475684e-05
570,EVGENII,MĘŻCZYZNA,573,2.7252759211075903e-05
571,FABIO,MĘŻCZYZNA,571,2.7157636142276335e-05
572,AXEL,MĘŻCZYZNA,571,2.7157636142276335e-05
573,GUY,MĘŻCZYZNA,570,2.711007460787655e-05
574,ZBYSZKO,MĘŻCZYZNA,570,2.711007460787655e-05
575,VITALIE,MĘŻCZYZNA,568,2.7014951539076986e-05
576,LEANID,MĘŻCZYZNA,567,2.6967390004677202e-05
577,DMITRI,MĘŻCZYZNA,566,2.6919828470277418e-05
578,FERNANDO,MĘŻCZYZNA,566,2.6919828470277418e-05
579,CHRISTOPH,MĘŻCZYZNA,566,2.6919828470277418e-05
580,MIROSLAV,MĘŻCZYZNA,565,2.6872266935877634e-05
581,CHRYSTIAN,MĘŻCZYZNA,564,2.682470540147785e-05
582,MARCUS,MĘŻCZYZNA,563,2.677714386707807e-05
583,MARC,MĘŻCZYZNA,561,2.66820207982785e-05
584,ARMEN,MĘŻCZYZNA,560,2.6634459263878717e-05
585,DMITRO,MĘŻCZYZNA,559,2.6586897729478933e-05
586,MICHEL,MĘŻCZYZNA,557,2.6491774660679368e-05
587,ALEXEY,MĘŻCZYZNA,556,2.6444213126279584e-05
588,EMMANUEL,MĘŻCZYZNA,541,2.5730790110282833e-05
589,KARL,MĘŻCZYZNA,538,2.558810550708348e-05
590,DAVIDE,MĘŻCZYZNA,538,2.558810550708348e-05
591,ARTSEM,MĘŻCZYZNA,537,2.55405439726837e-05
592,CASPER,MĘŻCZYZNA,537,2.55405439726837e-05
593,FRANCISCO,MĘŻCZYZNA,536,2.5492982438283916e-05
594,AMIT,MĘŻCZYZNA,535,2.5445420903884132e-05
595,TOMAS,MĘŻCZYZNA,532,2.5302736300684783e-05
596,HASAN,MĘŻCZYZNA,531,2.5255174766285e-05
597,NESTOR,MĘŻCZYZNA,529,2.516005169748543e-05
598,AHMAD,MĘŻCZYZNA,529,2.516005169748543e-05
599,NIKOLAI,MĘŻCZYZNA,526,2.5017367094286082e-05
600,PATRIK,MĘŻCZYZNA,525,2.4969805559886298e-05
601,JEAN,MĘŻCZYZNA,524,2.4922244025486514e-05
602,YARASLAU,MĘŻCZYZNA,521,2.4779559422287165e-05
603,HARALD,MĘŻCZYZNA,521,2.4779559422287165e-05
604,GNIEWKO,MĘŻCZYZNA,520,2.473199788788738e-05
605,DAVITI,MĘŻCZYZNA,520,2.473199788788738e-05
606,ISMAIL,MĘŻCZYZNA,520,2.473199788788738e-05
607,MIKE,MĘŻCZYZNA,519,2.4684436353487597e-05
608,JOSEF,MĘŻCZYZNA,518,2.4636874819087813e-05
609,LOUIS,MĘŻCZYZNA,518,2.4636874819087813e-05
610,FEDERICO,MĘŻCZYZNA,517,2.458931328468803e-05
611,JURIJ,MĘŻCZYZNA,515,2.4494190215888464e-05
612,GELA,MĘŻCZYZNA,514,2.444662868148868e-05
613,CHARLES,MĘŻCZYZNA,513,2.4399067147088896e-05
614,ETHAN,MĘŻCZYZNA,512,2.435150561268911e-05
615,ARKADII,MĘŻCZYZNA,507,2.4113697940690194e-05
616,YEVGEN,MĘŻCZYZNA,504,2.3971013337490846e-05
617,JAVIER,MĘŻCZYZNA,503,2.392345180309106e-05
618,SANTIAGO,MĘŻCZYZNA,501,2.3828328734291497e-05
619,NICO,MĘŻCZYZNA,498,2.3685644131092144e-05
620,GLEB,MĘŻCZYZNA,497,2.363808259669236e-05
621,JOHANNES,MĘŻCZYZNA,496,2.359052106229258e-05
622,TORNIKE,MĘŻCZYZNA,492,2.3400274924693443e-05
623,STEPHEN,MĘŻCZYZNA,488,2.321002878709431e-05
624,MARAT,MĘŻCZYZNA,488,2.321002878709431e-05
625,JASON,MĘŻCZYZNA,486,2.3114905718294746e-05
626,WALERY,MĘŻCZYZNA,485,2.306734418389496e-05
627,PETRU,MĘŻCZYZNA,484,2.3019782649495177e-05
628,NARCYZ,MĘŻCZYZNA,483,2.2972221115095393e-05
629,VASIL,MĘŻCZYZNA,483,2.2972221115095393e-05
630,MIKHEIL,MĘŻCZYZNA,481,2.2877098046295825e-05
631,HILARY,MĘŻCZYZNA,478,2.2734413443096476e-05
632,GEORG,MĘŻCZYZNA,478,2.2734413443096476e-05
633,RAYAN,MĘŻCZYZNA,477,2.2686851908696692e-05
634,YAKIV,MĘŻCZYZNA,471,2.240148270229799e-05
635,VYACHESLAV,MĘŻCZYZNA,470,2.235392116789821e-05
636,JACK,MĘŻCZYZNA,469,2.2306359633498426e-05
637,JAROSLAV,MĘŻCZYZNA,467,2.2211236564698858e-05
638,FRANEK,MĘŻCZYZNA,467,2.2211236564698858e-05
639,JANUARY,MĘŻCZYZNA,466,2.2163675030299074e-05
640,TYCJAN,MĘŻCZYZNA,465,2.2116113495899293e-05
641,TSIMAFEI,MĘŻCZYZNA,464,2.206855196149951e-05
642,IURIE,MĘŻCZYZNA,464,2.206855196149951e-05
643,REINHOLD,MĘŻCZYZNA,464,2.206855196149951e-05
644,JUSTYN,MĘŻCZYZNA,463,2.2020990427099725e-05
645,IEVGENII,MĘŻCZYZNA,460,2.1878305823900376e-05
646,NIKOLOZ,MĘŻCZYZNA,459,2.1830744289500592e-05
647,RAJNOLD,MĘŻCZYZNA,459,2.1830744289500592e-05
648,LORENZO,MĘŻCZYZNA,458,2.1783182755100808e-05
649,MICHELE,MĘŻCZYZNA,455,2.164049815190146e-05
650,OMER,MĘŻCZYZNA,451,2.1450252014302323e-05
651,MARTYN,MĘŻCZYZNA,448,2.1307567411102974e-05
652,NOEL,MĘŻCZYZNA,446,2.1212444342303406e-05
653,PAOLO,MĘŻCZYZNA,442,2.1022198204704273e-05
654,PHILIPPE,MĘŻCZYZNA,442,2.1022198204704273e-05
655,KRZESIMIR,MĘŻCZYZNA,441,2.097463667030449e-05
656,NIKOLAY,MĘŻCZYZNA,441,2.097463667030449e-05
657,JURAND,MĘŻCZYZNA,439,2.0879513601504924e-05
658,CEZARIUSZ,MĘŻCZYZNA,437,2.0784390532705356e-05
659,BASTIAN,MĘŻCZYZNA,436,2.0736828998305572e-05
660,VALERIU,MĘŻCZYZNA,433,2.0594144395106223e-05
661,NIKO,MĘŻCZYZNA,433,2.0594144395106223e-05
662,ABDUL,MĘŻCZYZNA,432,2.054658286070644e-05
663,HEINZ,MĘŻCZYZNA,430,2.045145979190687e-05
664,OTTO,MĘŻCZYZNA,429,2.040389825750709e-05
665,LEVANI,MĘŻCZYZNA,428,2.0356336723107306e-05
666,IDZI,MĘŻCZYZNA,428,2.0356336723107306e-05
667,ROBIN,MĘŻCZYZNA,427,2.0308775188707522e-05
668,MARCELO,MĘŻCZYZNA,427,2.0308775188707522e-05
669,BEN,MĘŻCZYZNA,425,2.0213652119907954e-05
670,SHOTA,MĘŻCZYZNA,425,2.0213652119907954e-05
671,KAREN,MĘŻCZYZNA,424,2.0166090585508173e-05
672,MAKARY,MĘŻCZYZNA,423,2.011852905110839e-05
673,LEW,MĘŻCZYZNA,422,2.0070967516708605e-05
674,ELIAS,MĘŻCZYZNA,421,2.002340598230882e-05
675,KOBA,MĘŻCZYZNA,421,2.002340598230882e-05
676,WIACZESŁAW,MĘŻCZYZNA,420,1.9975844447909037e-05
677,SAMBOR,MĘŻCZYZNA,416,1.9785598310309904e-05
678,WITALIJ,MĘŻCZYZNA,416,1.9785598310309904e-05
679,SERAFIN,MĘŻCZYZNA,415,1.973803677591012e-05
680,LUKIAN,MĘŻCZYZNA,414,1.969047524151034e-05
681,GENNADII,MĘŻCZYZNA,414,1.969047524151034e-05
682,JUREK,MĘŻCZYZNA,413,1.9642913707110555e-05
683,PAATA,MĘŻCZYZNA,413,1.9642913707110555e-05
684,FELICJAN,MĘŻCZYZNA,412,1.959535217271077e-05
685,HORDII,MĘŻCZYZNA,410,1.9500229103911203e-05
686,MATSVEI,MĘŻCZYZNA,406,1.930998296631207e-05
687,ZENOBIUSZ,MĘŻCZYZNA,405,1.9262421431912286e-05
688,WADIM,MĘŻCZYZNA,403,1.916729836311272e-05
689,OKTAWIUSZ,MĘŻCZYZNA,401,1.9072175294313153e-05
690,TYMOFIY,MĘŻCZYZNA,400,1.902461375991337e-05
691,ANATOLIE,MĘŻCZYZNA,399,1.8977052225513585e-05
692,GREGORY,MĘŻCZYZNA,399,1.8977052225513585e-05
693,ANDRÉ,MĘŻCZYZNA,397,1.888192915671402e-05
694,CLAUDIO,MĘŻCZYZNA,395,1.8786806087914452e-05
695,ARTEMII,MĘŻCZYZNA,395,1.8786806087914452e-05
696,ANDRIAN,MĘŻCZYZNA,393,1.8691683019114887e-05
697,WIEŃCZYSŁAW,MĘŻCZYZNA,392,1.8644121484715103e-05
698,ARTIOM,MĘŻCZYZNA,392,1.8644121484715103e-05
699,BRAK DANYCH,MĘŻCZYZNA,392,1.8644121484715103e-05
700,ENGELBERT,MĘŻCZYZNA,391,1.859655995031532e-05
701,SYLWERIUSZ,MĘŻCZYZNA,391,1.859655995031532e-05
702,YOSYP,MĘŻCZYZNA,391,1.859655995031532e-05
703,XAWERY,MĘŻCZYZNA,391,1.859655995031532e-05
704,SEAN,MĘŻCZYZNA,390,1.8548998415915535e-05
705,PHILLIP,MĘŻCZYZNA,388,1.845387534711597e-05
706,ANDRIJ,MĘŻCZYZNA,388,1.845387534711597e-05
707,LARS,MĘŻCZYZNA,386,1.8358752278316402e-05
708,BRANDON,MĘŻCZYZNA,386,1.8358752278316402e-05
709,VALERI,MĘŻCZYZNA,386,1.8358752278316402e-05
710,JOSÉ,MĘŻCZYZNA,385,1.8311190743916618e-05
711,GWIDON,MĘŻCZYZNA,385,1.8311190743916618e-05
712,SVEN,MĘŻCZYZNA,384,1.8263629209516834e-05
713,WINCENT,MĘŻCZYZNA,384,1.8263629209516834e-05
714,EWARYST,MĘŻCZYZNA,383,1.8216067675117053e-05
715,THEO,MĘŻCZYZNA,382,1.816850614071727e-05
716,YUSUF,MĘŻCZYZNA,381,1.8120944606317485e-05
717,HLIEB,MĘŻCZYZNA,381,1.8120944606317485e-05
718,ROY,MĘŻCZYZNA,380,1.80733830719177e-05
719,GEORGIOS,MĘŻCZYZNA,378,1.7978260003118136e-05
720,GIA,MĘŻCZYZNA,378,1.7978260003118136e-05
721,MAXIME,MĘŻCZYZNA,376,1.7883136934318568e-05
722,DITER,MĘŻCZYZNA,375,1.7835575399918784e-05
723,ROSTISLAV,MĘŻCZYZNA,374,1.7788013865519e-05
724,SIMONE,MĘŻCZYZNA,374,1.7788013865519e-05
725,VENIAMIN,MĘŻCZYZNA,373,1.7740452331119215e-05
726,MARIUS,MĘŻCZYZNA,373,1.7740452331119215e-05
727,ALON,MĘŻCZYZNA,372,1.7692890796719435e-05
728,EMRE,MĘŻCZYZNA,371,1.764532926231965e-05
729,TEO,MĘŻCZYZNA,370,1.7597767727919867e-05
730,KRYSTYN,MĘŻCZYZNA,370,1.7597767727919867e-05
731,EMIR,MĘŻCZYZNA,368,1.75026446591203e-05
732,APOLINARY,MĘŻCZYZNA,367,1.7455083124720518e-05
733,ARSENI,MĘŻCZYZNA,367,1.7455083124720518e-05
734,DIMITRI,MĘŻCZYZNA,367,1.7455083124720518e-05
735,ARMAN,MĘŻCZYZNA,367,1.7455083124720518e-05
736,JONAS,MĘŻCZYZNA,365,1.735996005592095e-05
737,GLIB,MĘŻCZYZNA,365,1.735996005592095e-05
738,YUVAL,MĘŻCZYZNA,364,1.7312398521521165e-05
739,DENIZ,MĘŻCZYZNA,364,1.7312398521521165e-05
740,ZINOVII,MĘŻCZYZNA,363,1.726483698712138e-05
741,REINHARD,MĘŻCZYZNA,361,1.7169713918321817e-05
742,KOSTYANTYN,MĘŻCZYZNA,361,1.7169713918321817e-05
743,MALKHAZ,MĘŻCZYZNA,360,1.7122152383922033e-05
744,TYBERIUSZ,MĘŻCZYZNA,360,1.7122152383922033e-05
745,SHALVA,MĘŻCZYZNA,359,1.707459084952225e-05
746,ABDULLAH,MĘŻCZYZNA,359,1.707459084952225e-05
747,RAPHAEL,MĘŻCZYZNA,358,1.7027029315122464e-05
748,AVTANDIL,MĘŻCZYZNA,358,1.7027029315122464e-05
749,RAJNARD,MĘŻCZYZNA,358,1.7027029315122464e-05
750,PIERRE,MĘŻCZYZNA,357,1.6979467780722684e-05
751,WASYL,MĘŻCZYZNA,356,1.69319062463229e-05
752,WITALIS,MĘŻCZYZNA,355,1.6884344711923116e-05
753,HARRY,MĘŻCZYZNA,353,1.6789221643123547e-05
754,YULIAN,MĘŻCZYZNA,353,1.6789221643123547e-05
755,IDO,MĘŻCZYZNA,350,1.66465370399242e-05
756,NORMAN,MĘŻCZYZNA,346,1.6456290902325066e-05
757,MATEO,MĘŻCZYZNA,343,1.6313606299125713e-05
758,RUFIN,MĘŻCZYZNA,341,1.621848323032615e-05
759,TEMUR,MĘŻCZYZNA,341,1.621848323032615e-05
760,STEFANO,MĘŻCZYZNA,341,1.621848323032615e-05
761,STANISLAW,MĘŻCZYZNA,340,1.6170921695926364e-05
762,TOMÁŠ,MĘŻCZYZNA,339,1.612336016152658e-05
763,RICCARDO,MĘŻCZYZNA,336,1.598067555832723e-05
764,ALEKSANDAR,MĘŻCZYZNA,336,1.598067555832723e-05
765,ARIAN,MĘŻCZYZNA,336,1.598067555832723e-05
766,DANILA,MĘŻCZYZNA,335,1.5933114023927447e-05
767,DOBROMIR,MĘŻCZYZNA,334,1.5885552489527663e-05
768,LUDOMIR,MĘŻCZYZNA,333,1.583799095512788e-05
769,JEREMY,MĘŻCZYZNA,333,1.583799095512788e-05
770,TOMER,MĘŻCZYZNA,332,1.5790429420728095e-05
771,KAKHABER,MĘŻCZYZNA,331,1.5742867886328314e-05
772,MATHIAS,MĘŻCZYZNA,330,1.569530635192853e-05
773,ZVIAD,MĘŻCZYZNA,329,1.5647744817528746e-05
774,ZURABI,MĘŻCZYZNA,329,1.5647744817528746e-05
775,RAUL,MĘŻCZYZNA,329,1.5647744817528746e-05
776,ZAHAR,MĘŻCZYZNA,328,1.5600183283128962e-05
777,VIOREL,MĘŻCZYZNA,328,1.5600183283128962e-05
778,MUHAMMED,MĘŻCZYZNA,327,1.5552621748729178e-05
779,EYAL,MĘŻCZYZNA,327,1.5552621748729178e-05
780,ANTOINE,MĘŻCZYZNA,325,1.5457498679929613e-05
781,GUSTAVO,MĘŻCZYZNA,324,1.540993714552983e-05
782,OSWALD,MĘŻCZYZNA,324,1.540993714552983e-05
783,ANDRE,MĘŻCZYZNA,323,1.5362375611130045e-05
784,GABRIELE,MĘŻCZYZNA,323,1.5362375611130045e-05
785,BADRI,MĘŻCZYZNA,323,1.5362375611130045e-05
786,ARMAND,MĘŻCZYZNA,322,1.531481407673026e-05
787,TEIMURAZ,MĘŻCZYZNA,321,1.526725254233048e-05
788,TYKHON,MĘŻCZYZNA,321,1.526725254233048e-05
789,SAVELII,MĘŻCZYZNA,320,1.5219691007930696e-05
790,RODRIGO,MĘŻCZYZNA,319,1.5172129473530912e-05
791,MAHMOUD,MĘŻCZYZNA,319,1.5172129473530912e-05
792,FELIPE,MĘŻCZYZNA,319,1.5172129473530912e-05
793,SAMI,MĘŻCZYZNA,318,1.5124567939131128e-05
794,NIKOLA,MĘŻCZYZNA,318,1.5124567939131128e-05
795,TIM,MĘŻCZYZNA,317,1.5077006404731346e-05
796,DMITRIY,MĘŻCZYZNA,316,1.5029444870331562e-05
797,ABRAHAM,MĘŻCZYZNA,315,1.498188333593178e-05
798,SYLWIUSZ,MĘŻCZYZNA,313,1.4886760267132211e-05
799,JÜRGEN,MĘŻCZYZNA,313,1.4886760267132211e-05
800,CONRAD,MĘŻCZYZNA,312,1.4839198732732429e-05
801,MARIN,MĘŻCZYZNA,312,1.4839198732732429e-05
802,DANIELE,MĘŻCZYZNA,311,1.4791637198332645e-05
803,NOAM,MĘŻCZYZNA,311,1.4791637198332645e-05
804,ZAKHARII,MĘŻCZYZNA,310,1.474407566393286e-05
805,KONSTANTYN,MĘŻCZYZNA,310,1.474407566393286e-05
806,ALEK,MĘŻCZYZNA,309,1.4696514129533078e-05
807,KAKHA,MĘŻCZYZNA,308,1.4648952595133294e-05
808,IURI,MĘŻCZYZNA,308,1.4648952595133294e-05
809,VASILII,MĘŻCZYZNA,308,1.4648952595133294e-05
810,JENS,MĘŻCZYZNA,307,1.4601391060733512e-05
811,DARIO,MĘŻCZYZNA,307,1.4601391060733512e-05
812,ANDRES,MĘŻCZYZNA,307,1.4601391060733512e-05
813,USTYM,MĘŻCZYZNA,306,1.4553829526333728e-05
814,DMITRIJ,MĘŻCZYZNA,305,1.4506267991933944e-05
815,WINICJUSZ,MĘŻCZYZNA,304,1.4458706457534161e-05
816,HIPOLIT,MĘŻCZYZNA,304,1.4458706457534161e-05
817,YOAV,MĘŻCZYZNA,302,1.4363583388734595e-05
818,ÖMER,MĘŻCZYZNA,301,1.431602185433481e-05
819,GILBERT,MĘŻCZYZNA,301,1.431602185433481e-05
